z,k,Pm
5.49459296,0.015707963267948967,0.0
5.49459296,0.023462558633972192,0.0
5.49459296,0.03503514218779029,0.0
5.49459296,0.05263150808357201,0.0
5.49459296,0.0731423493547288,0.0
5.49459296,0.10259276477134219,0.0
5.49459296,0.14481159820038791,0.0
5.49459296,0.20234603287313824,0.0
5.49459296,0.2834245013168247,0.0
5.49459296,0.3967448265966417,0.0
5.49459296,0.5552782518837672,0.0
5.49459296,0.7774818770639701,0.0
5.49459296,1.0884445474248694,0.0
5.49459296,1.5237112672761535,0.0
5.49459296,2.088426337077478,0.0
5.49459296,2.685504776398588,0.0
5.6244848192,0.0,0.0
5.6244848192,0.015707963267948967,0.0
5.6244848192,0.023462558633972192,0.0
5.6244848192,0.03503514218779029,0.0
5.6244848192,0.05263150808357201,0.0
5.6244848192,0.0731423493547288,0.0
5.6244848192,0.10259276477134219,0.0
5.6244848192,0.14481159820038791,0.0
5.6244848192,0.20234603287313824,0.0
5.6244848192,0.2834245013168247,0.0
5.6244848192,0.3967448265966417,0.0
5.6244848192,0.5552782518837672,0.0
5.6244848192,0.7774818770639701,0.0
5.6244848192,1.0884445474248694,0.0
5.6244848192,1.5237112672761535,0.0
5.6244848192,2.088426337077478,0.0
5.6244848192,2.685504776398588,0.0
5.756974515584,0.0,0.0
5.756974515584,0.015707963267948967,0.0
5.756974515584,0.023462558633972192,0.0
5.756974515584,0.03503514218779029,0.0
5.756974515584,0.05263150808357201,0.0
5.756974515584,0.0731423493547288,0.0
5.756974515584,0.10259276477134219,0.0
5.756974515584,0.14481159820038791,0.0
5.756974515584,0.20234603287313824,0.0
5.756974515584,0.2834245013168247,0.0
5.756974515584,0.3967448265966417,0.0
5.756974515584,0.5552782518837672,0.0
5.756974515584,0.7774818770639701,0.0
5.756974515584,1.0884445474248694,0.0
5.756974515584,1.5237112672761535,0.0
5.756974515584,2.088426337077478,0.0
5.756974515584,2.685504776398588,0.0
5.89211400589568,0.0,0.0
5.89211400589568,0.015707963267948967,-1.0667705776283919e-05
5.89211400589568,0.023462558633972192,-7.599291320381229e-06
5.89211400589568,0.03503514218779029,-1.5613544780963052e-05
5.89211400589568,0.05263150808357201,-5.659214252767173e-06
5.89211400589568,0.0731423493547288,-2.4714971343621375e-05
5.89211400589568,0.10259276477134219,-8.439873024572874e-06
5.89211400589568,0.14481159820038791,-2.1194004342023297e-05
5.89211400589568,0.20234603287313824,-7.868289527103687e-06
5.89211400589568,0.2834245013168247,1.0141749661529746e-06
5.89211400589568,0.3967448265966417,-3.9940652807311816e-06
5.89211400589568,0.5552782518837672,-1.0282725835991174e-05
5.89211400589568,0.7774818770639701,-4.148630273430075e-06
5.89211400589568,1.0884445474248694,-7.442611088655966e-06
5.89211400589568,1.5237112672761535,-6.579064713911754e-06
5.89211400589568,2.088426337077478,-8.352768274783294e-06
5.89211400589568,2.685504776398588,-8.512531979038477e-06
6.029956286013594,0.0,0.0
6.029956286013594,0.015707963267948967,-0.00011046410650122133
6.029956286013594,0.023462558633972192,-8.074232390825685e-05
6.029956286013594,0.03503514218779029,-0.000142225620894822
6.029956286013594,0.05263150808357201,-0.00020896191238431339
6.029956286013594,0.0731423493547288,-0.000249685523561849
6.029956286013594,0.10259276477134219,-7.928341032486226e-05
6.029956286013594,0.14481159820038791,-0.0002016736080512669
6.029956286013594,0.20234603287313824,-0.00013509903115748676
6.029956286013594,0.2834245013168247,-0.00023077031799385815
6.029956286013594,0.3967448265966417,-0.00012674792272328366
6.029956286013594,0.5552782518837672,-0.00010949130938011994
6.029956286013594,0.7774818770639701,-0.00010947814252567098
6.029956286013594,1.0884445474248694,-9.894204072241821e-05
6.029956286013594,1.5237112672761535,-9.541805111038054e-05
6.029956286013594,2.088426337077478,-0.00011014218254350243
6.029956286013594,2.685504776398588,-0.00011219704164422001
6.170555411733866,0.0,0.0
6.170555411733866,0.015707963267948967,-0.0002572208161287595
6.170555411733866,0.023462558633972192,-0.00025517527395316013
6.170555411733866,0.03503514218779029,-0.00029801320688187716
6.170555411733866,0.05263150808357201,-0.0005507183702677318
6.170555411733866,0.0731423493547288,-0.0007152630436302716
6.170555411733866,0.10259276477134219,-0.0005329563440789453
6.170555411733866,0.14481159820038791,-0.0006806356419386536
6.170555411733866,0.20234603287313824,-0.000624393686339711
6.170555411733866,0.2834245013168247,-0.0007464713564316737
6.170555411733866,0.3967448265966417,-0.000538147680259589
6.170555411733866,0.5552782518837672,-0.0004689875113978153
6.170555411733866,0.7774818770639701,-0.00041994736844552696
6.170555411733866,1.0884445474248694,-0.0003724952673960591
6.170555411733866,1.5237112672761535,-0.0003616612466351696
6.170555411733866,2.088426337077478,-0.0004015619032887048
6.170555411733866,2.685504776398588,-0.0004172491448831258
6.3139665199685435,0.0,0.0
6.3139665199685435,0.015707963267948967,-0.000542716686505006
6.3139665199685435,0.023462558633972192,-0.0006831128041012056
6.3139665199685435,0.03503514218779029,-0.0010599602042662534
6.3139665199685435,0.05263150808357201,-0.0018116938766491082
6.3139665199685435,0.0731423493547288,-0.002656566044306041
6.3139665199685435,0.10259276477134219,-0.001999643013627141
6.3139665199685435,0.14481159820038791,-0.0025809170022969095
6.3139665199685435,0.20234603287313824,-0.002339386006001995
6.3139665199685435,0.2834245013168247,-0.0024065413638662044
6.3139665199685435,0.3967448265966417,-0.0018841210952719426
6.3139665199685435,0.5552782518837672,-0.0016934995957485414
6.3139665199685435,0.7774818770639701,-0.0015038933080201806
6.3139665199685435,1.0884445474248694,-0.001301533839858465
6.3139665199685435,1.5237112672761535,-0.0012571218889900057
6.3139665199685435,2.088426337077478,-0.0013863488662932933
6.3139665199685435,2.685504776398588,-0.001427273226646037
6.460245850367914,0.0,0.0
6.460245850367914,0.015707963267948967,-0.0007130345959176892
6.460245850367914,0.023462558633972192,-0.0013489112332366606
6.460245850367914,0.03503514218779029,-0.002199884081568016
6.460245850367914,0.05263150808357201,-0.0032986471220299318
6.460245850367914,0.0731423493547288,-0.005460697287246019
6.460245850367914,0.10259276477134219,-0.004154161302411176
6.460245850367914,0.14481159820038791,-0.004963252934279322
6.460245850367914,0.20234603287313824,-0.0051775612828314005
6.460245850367914,0.2834245013168247,-0.00497422314492825
6.460245850367914,0.3967448265966417,-0.004154449674728483
6.460245850367914,0.5552782518837672,-0.0038133367408915713
6.460245850367914,0.7774818770639701,-0.003273796562170991
6.460245850367914,1.0884445474248694,-0.002818184185052326
6.460245850367914,1.5237112672761535,-0.0027217141297022586
6.460245850367914,2.088426337077478,-0.0029482722569552193
6.460245850367914,2.685504776398588,-0.0030125431201313956
6.6094507673752725,0.0,0.0
6.6094507673752725,0.015707963267948967,-0.0007701342126651338
6.6094507673752725,0.023462558633972192,-0.001849242589148019
6.6094507673752725,0.03503514218779029,-0.003406525707722847
6.6094507673752725,0.05263150808357201,-0.005092721087228252
6.6094507673752725,0.0731423493547288,-0.008555136719023311
6.6094507673752725,0.10259276477134219,-0.007529017188286801
6.6094507673752725,0.14481159820038791,-0.00874502736340615
6.6094507673752725,0.20234603287313824,-0.009123518779469295
6.6094507673752725,0.2834245013168247,-0.008819039551151394
6.6094507673752725,0.3967448265966417,-0.00762706628861713
6.6094507673752725,0.5552782518837672,-0.006835178782081634
6.6094507673752725,0.7774818770639701,-0.0059493505172642834
6.6094507673752725,1.0884445474248694,-0.005037116454558036
6.6094507673752725,1.5237112672761535,-0.0047598744184460026
6.6094507673752725,2.088426337077478,-0.005095103730543098
6.6094507673752725,2.685504776398588,-0.005203977508216606
6.761639782722778,0.0,0.0
6.761639782722778,0.015707963267948967,-0.0008169530995108592
6.761639782722778,0.023462558633972192,-0.0021358651876786164
6.761639782722778,0.03503514218779029,-0.00419975452259926
6.761639782722778,0.05263150808357201,-0.006625733554055516
6.761639782722778,0.0731423493547288,-0.01135254894628776
6.761639782722778,0.10259276477134219,-0.011304152456362978
6.761639782722778,0.14481159820038791,-0.013611098511271092
6.761639782722778,0.20234603287313824,-0.014042142901179692
6.761639782722778,0.2834245013168247,-0.013798302705470456
6.761639782722778,0.3967448265966417,-0.011938125345922028
6.761639782722778,0.5552782518837672,-0.01081232473317803
6.761639782722778,0.7774818770639701,-0.009310472320380512
6.761639782722778,1.0884445474248694,-0.007916356237843715
6.761639782722778,1.5237112672761535,-0.007390780164320598
6.761639782722778,2.088426337077478,-0.007803791300711635
6.761639782722778,2.685504776398588,-0.007883401497380269
6.916872578377234,0.0,0.0
6.916872578377234,0.015707963267948967,-0.0008390099088974503
6.916872578377234,0.023462558633972192,-0.0021067865231975333
6.916872578377234,0.03503514218779029,-0.004545629512487374
6.916872578377234,0.05263150808357201,-0.007779803819770178
6.916872578377234,0.0731423493547288,-0.013423090605371122
6.916872578377234,0.10259276477134219,-0.014878694439804828
6.916872578377234,0.14481159820038791,-0.01817278730337931
6.916872578377234,0.20234603287313824,-0.01894723568806035
6.916872578377234,0.2834245013168247,-0.018817906900721326
6.916872578377234,0.3967448265966417,-0.016719064475234295
6.916872578377234,0.5552782518837672,-0.015265237589218598
6.916872578377234,0.7774818770639701,-0.013067725170303279
6.916872578377234,1.0884445474248694,-0.011141482337743282
6.916872578377234,1.5237112672761535,-0.010233192731200316
6.916872578377234,2.088426337077478,-0.010714325674146973
6.916872578377234,2.685504776398588,-0.010747476194336266
7.075210029944779,0.0,0.0
7.075210029944779,0.015707963267948967,-0.0008486062152322022
7.075210029944779,0.023462558633972192,-0.0020048486378641314
7.075210029944779,0.03503514218779029,-0.004542420151271539
7.075210029944779,0.05263150808357201,-0.008116201672456401
7.075210029944779,0.0731423493547288,-0.014637513856273422
7.075210029944779,0.10259276477134219,-0.017495048900582486
7.075210029944779,0.14481159820038791,-0.02264699846853635
7.075210029944779,0.20234603287313824,-0.02368745024363331
7.075210029944779,0.2834245013168247,-0.023759082535482524
7.075210029944779,0.3967448265966417,-0.02166313734836297
7.075210029944779,0.5552782518837672,-0.019793855997507555
7.075210029944779,0.7774818770639701,-0.017092788314292475
7.075210029944779,1.0884445474248694,-0.014423895234255803
7.075210029944779,1.5237112672761535,-0.013210606382334547
7.075210029944779,2.088426337077478,-0.013587100456040361
7.075210029944779,2.685504776398588,-0.013516232268610153
7.236714230543676,0.0,0.0
7.236714230543676,0.015707963267948967,-0.000792818320608831
7.236714230543676,0.023462558633972192,-0.0019100833108717259
7.236714230543676,0.03503514218779029,-0.004282855787010501
7.236714230543676,0.05263150808357201,-0.00799452162500059
7.236714230543676,0.0731423493547288,-0.014962572745378933
7.236714230543676,0.10259276477134219,-0.019086024662375564
7.236714230543676,0.14481159820038791,-0.025673309400347323
7.236714230543676,0.20234603287313824,-0.027628538667393284
7.236714230543676,0.2834245013168247,-0.028120485944364386
7.236714230543676,0.3967448265966417,-0.026236607221038023
7.236714230543676,0.5552782518837672,-0.024038237468509225
7.236714230543676,0.7774818770639701,-0.020819218855924637
7.236714230543676,1.0884445474248694,-0.017638958763142833
7.236714230543676,1.5237112672761535,-0.01592822561784973
7.236714230543676,2.088426337077478,-0.016196752427133015
7.236714230543676,2.685504776398588,-0.015929531927678986
7.401448515154549,0.0,0.0
7.401448515154549,0.015707963267948967,-0.0007236022046709844
7.401448515154549,0.023462558633972192,-0.0017487500402265943
7.401448515154549,0.03503514218779029,-0.004043583054535748
7.401448515154549,0.05263150808357201,-0.007707506080625691
7.401448515154549,0.0731423493547288,-0.014673784282978608
7.401448515154549,0.10259276477134219,-0.019771845546707616
7.401448515154549,0.14481159820038791,-0.02737824122581285
7.401448515154549,0.20234603287313824,-0.030463730916600543
7.401448515154549,0.2834245013168247,-0.031529684426239504
7.401448515154549,0.3967448265966417,-0.029969904937274888
7.401448515154549,0.5552782518837672,-0.02780720151342415
7.401448515154549,0.7774818770639701,-0.0241765212736504
7.401448515154549,1.0884445474248694,-0.02048032197511233
7.401448515154549,1.5237112672761535,-0.018365030789024836
7.401448515154549,2.088426337077478,-0.018457943622717195
7.401448515154549,2.685504776398588,-0.017885268468951922
7.569477485457639,0.0,0.0
7.569477485457639,0.015707963267948967,-0.000649979878567155
7.569477485457639,0.023462558633972192,-0.0016034770916060277
7.569477485457639,0.03503514218779029,-0.0036842941789862623
7.569477485457639,0.05263150808357201,-0.007185098976524777
7.569477485457639,0.0731423493547288,-0.01388970560199454
7.569477485457639,0.10259276477134219,-0.019567785097743762
7.569477485457639,0.14481159820038791,-0.027992219249182045
7.569477485457639,0.20234603287313824,-0.032097478341440916
7.569477485457639,0.2834245013168247,-0.03395263101011165
7.569477485457639,0.3967448265966417,-0.033037409288016316
7.569477485457639,0.5552782518837672,-0.03090819659803961
7.569477485457639,0.7774818770639701,-0.027075106692490455
7.569477485457639,1.0884445474248694,-0.0229199157166645
7.569477485457639,1.5237112672761535,-0.02045139270386148
7.569477485457639,2.088426337077478,-0.020389126223032884
7.569477485457639,2.685504776398588,-0.01961895787474329
7.740867035166792,0.0,0.0
7.740867035166792,0.015707963267948967,-0.0005954626251561661
7.740867035166792,0.023462558633972192,-0.0014890463355187171
7.740867035166792,0.03503514218779029,-0.0032914954577652573
7.740867035166792,0.05263150808357201,-0.006569598566020864
7.740867035166792,0.0731423493547288,-0.012917343044131812
7.740867035166792,0.10259276477134219,-0.018693951773327312
7.740867035166792,0.14481159820038791,-0.02771869233081888
7.740867035166792,0.20234603287313824,-0.03269333840330139
7.740867035166792,0.2834245013168247,-0.03544444133460478
7.740867035166792,0.3967448265966417,-0.03526596105360056
7.740867035166792,0.5552782518837672,-0.03339847770925268
7.740867035166792,0.7774818770639701,-0.029481828582844677
7.740867035166792,1.0884445474248694,-0.024978056973705136
7.740867035166792,1.5237112672761535,-0.022202688964220535
7.740867035166792,2.088426337077478,-0.021975805181635645
7.740867035166792,2.685504776398588,-0.020968502245017763
7.9156843758701285,0.0,0.0
7.9156843758701285,0.015707963267948967,-0.0005412293151659048
7.9156843758701285,0.023462558633972192,-0.0013570730145855481
7.9156843758701285,0.03503514218779029,-0.002894559640102515
7.9156843758701285,0.05263150808357201,-0.0059551291557511125
7.9156843758701285,0.0731423493547288,-0.011852268489228228
7.9156843758701285,0.10259276477134219,-0.017522991541252947
7.9156843758701285,0.14481159820038791,-0.026748207990644698
7.9156843758701285,0.20234603287313824,-0.032430884690057935
7.9156843758701285,0.2834245013168247,-0.036158525856981635
7.9156843758701285,0.3967448265966417,-0.03663681452270288
7.9156843758701285,0.5552782518837672,-0.03511662774873981
7.9156843758701285,0.7774818770639701,-0.031405494260577836
7.9156843758701285,1.0884445474248694,-0.02666566655207681
7.9156843758701285,1.5237112672761535,-0.023665600221424405
7.9156843758701285,2.088426337077478,-0.023263729715834458
7.9156843758701285,2.685504776398588,-0.021943634075805015
8.09399806338753,0.0,0.0
8.09399806338753,0.015707963267948967,-0.0004913519302229261
8.09399806338753,0.023462558633972192,-0.0012343759282352792
8.09399806338753,0.03503514218779029,-0.0025682095671162733
8.09399806338753,0.05263150808357201,-0.0053709605774377315
8.09399806338753,0.0731423493547288,-0.010755509065049691
8.09399806338753,0.10259276477134219,-0.016196219548305767
8.09399806338753,0.14481159820038791,-0.025210703322085797
8.09399806338753,0.20234603287313824,-0.03147977001274319
8.09399806338753,0.2834245013168247,-0.036005870784884896
8.09399806338753,0.3967448265966417,-0.037271830368153784
8.09399806338753,0.5552782518837672,-0.036293829807391285
8.09399806338753,0.7774818770639701,-0.032699230476500585
8.09399806338753,1.0884445474248694,-0.027952068760029005
8.09399806338753,1.5237112672761535,-0.02479549798704993
8.09399806338753,2.088426337077478,-0.024264693030789795
8.09399806338753,2.685504776398588,-0.02267310753559968
8.275878024655281,0.0,0.0
8.275878024655281,0.015707963267948967,-0.0004400502350714452
8.275878024655281,0.023462558633972192,-0.0011263014212500619
8.275878024655281,0.03503514218779029,-0.0022987996667538186
8.275878024655281,0.05263150808357201,-0.0048378282501149545
8.275878024655281,0.0731423493547288,-0.009683789033802624
8.275878024655281,0.10259276477134219,-0.01471413216442209
8.275878024655281,0.14481159820038791,-0.02331529941014466
8.275878024655281,0.20234603287313824,-0.029915036994780375
8.275878024655281,0.2834245013168247,-0.03519832154255075
8.275878024655281,0.3967448265966417,-0.037264148022171255
8.275878024655281,0.5552782518837672,-0.03682789346145451
8.275878024655281,0.7774818770639701,-0.0335043768590206
8.275878024655281,1.0884445474248694,-0.0289106986218487
8.275878024655281,1.5237112672761535,-0.025614844246025132
8.275878024655281,2.088426337077478,-0.02505231366720349
8.275878024655281,2.685504776398588,-0.023207414967294164
8.461395585148386,0.0,0.0
8.461395585148386,0.015707963267948967,-0.00038830154124058595
8.461395585148386,0.023462558633972192,-0.00101566475448517
8.461395585148386,0.03503514218779029,-0.002060199392039119
8.461395585148386,0.05263150808357201,-0.004335585296648448
8.461395585148386,0.0731423493547288,-0.008672550154845634
8.461395585148386,0.10259276477134219,-0.013210726317129017
8.461395585148386,0.14481159820038791,-0.021283379956140536
8.461395585148386,0.20234603287313824,-0.028033046237798228
8.461395585148386,0.2834245013168247,-0.03388947064358571
8.461395585148386,0.3967448265966417,-0.03670054375866413
8.461395585148386,0.5552782518837672,-0.036800214732945265
8.461395585148386,0.7774818770639701,-0.0339094522185804
8.461395585148386,1.0884445474248694,-0.029491438769796065
8.461395585148386,1.5237112672761535,-0.026172888556868897
8.461395585148386,2.088426337077478,-0.025514087397408524
8.461395585148386,2.685504776398588,-0.02357530364358558
8.650623496851354,0.0,0.0
8.650623496851354,0.015707963267948967,-0.00034043245481433425
8.650623496851354,0.023462558633972192,-0.0009207675723998997
8.650623496851354,0.03503514218779029,-0.0018301726604303948
8.650623496851354,0.05263150808357201,-0.003870599976939877
8.650623496851354,0.0731423493547288,-0.007743927916738985
8.650623496851354,0.10259276477134219,-0.01180388363544658
8.650623496851354,0.14481159820038791,-0.019283800803422103
8.650623496851354,0.20234603287313824,-0.025945143264955412
8.650623496851354,0.2834245013168247,-0.032168672352418916
8.650623496851354,0.3967448265966417,-0.035609863379452815
8.650623496851354,0.5552782518837672,-0.036237355164347625
8.650623496851354,0.7774818770639701,-0.0338329331454195
8.650623496851354,1.0884445474248694,-0.029681938836894406
8.650623496851354,1.5237112672761535,-0.026477810269511654
8.650623496851354,2.088426337077478,-0.025728484047485928
8.650623496851354,2.685504776398588,-0.023630747433752045
8.843635966788382,0.0,0.0
8.843635966788382,0.015707963267948967,-0.0002976414027382403
8.843635966788382,0.023462558633972192,-0.0008334977141137823
8.843635966788382,0.03503514218779029,-0.0016312698273072434
8.843635966788382,0.05263150808357201,-0.003436148909267943
8.843635966788382,0.0731423493547288,-0.006889453123461929
8.843635966788382,0.10259276477134219,-0.010503969986804801
8.843635966788382,0.14481159820038791,-0.017339627588906798
8.843635966788382,0.20234603287313824,-0.023766259829609077
8.843635966788382,0.2834245013168247,-0.030139243785370647
8.843635966788382,0.3967448265966417,-0.034074005578889136
8.843635966788382,0.5552782518837672,-0.03521029485228578
8.843635966788382,0.7774818770639701,-0.03335160973915655
8.843635966788382,1.0884445474248694,-0.029508567109911704
8.843635966788382,1.5237112672761535,-0.0265292299845749
8.843635966788382,2.088426337077478,-0.025762924963351787
8.843635966788382,2.685504776398588,-0.023405615354530663
9.04050868612415,0.0,0.0
9.04050868612415,0.015707963267948967,-0.00026071461008201436
9.04050868612415,0.023462558633972192,-0.0007487560344225979
9.04050868612415,0.03503514218779029,-0.0014568511486780377
9.04050868612415,0.05263150808357201,-0.0030477179351242234
9.04050868612415,0.0731423493547288,-0.006114628328711579
9.04050868612415,0.10259276477134219,-0.009316655562927784
9.04050868612415,0.14481159820038791,-0.015487883774547177
9.04050868612415,0.20234603287313824,-0.021594108290166152
9.04050868612415,0.2834245013168247,-0.02790223931221286
9.04050868612415,0.3967448265966417,-0.03218812922710493
9.04050868612415,0.5552782518837672,-0.03388892439248409
9.04050868612415,0.7774818770639701,-0.0325294575502276
9.04050868612415,1.0884445474248694,-0.029053032445364696
9.04050868612415,1.5237112672761535,-0.02633729237780127
9.04050868612415,2.088426337077478,-0.025613391786938947
9.04050868612415,2.685504776398588,-0.023230069896873824
9.241318859846633,0.0,0.0
9.241318859846633,0.015707963267948967,-0.0002304148860362064
9.241318859846633,0.023462558633972192,-0.0006641129379720266
9.241318859846633,0.03503514218779029,-0.0012970242666782235
9.241318859846633,0.05263150808357201,-0.0027006432477642874
9.241318859846633,0.0731423493547288,-0.005416816363274297
9.241318859846633,0.10259276477134219,-0.008262276449901358
9.241318859846633,0.14481159820038791,-0.013785221590565099
9.241318859846633,0.20234603287313824,-0.019445235805543675
9.241318859846633,0.2834245013168247,-0.025570158880320604
9.241318859846633,0.3967448265966417,-0.030065830680528715
9.241318859846633,0.5552782518837672,-0.032200349545113284
9.241318859846633,0.7774818770639701,-0.03134711228205126
9.241318859846633,1.0884445474248694,-0.028363288150699398
9.241318859846633,1.5237112672761535,-0.02594579387917265
9.241318859846633,2.088426337077478,-0.025263350744200292
9.241318859846633,2.685504776398588,-0.022804059572275402
9.446145237043565,0.0,0.0
9.446145237043565,0.015707963267948967,-0.00020301654438689427
9.446145237043565,0.023462558633972192,-0.0005877797693155267
9.446145237043565,0.03503514218779029,-0.0011514481420306407
9.446145237043565,0.05263150808357201,-0.002387150125481991
9.446145237043565,0.0731423493547288,-0.00478867212591621
9.446145237043565,0.10259276477134219,-0.007325750491977612
9.446145237043565,0.14481159820038791,-0.012232187042802913
9.446145237043565,0.20234603287313824,-0.01739135777257019
9.446145237043565,0.2834245013168247,-0.02319849583063892
9.446145237043565,0.3967448265966417,-0.027773712199307205
9.446145237043565,0.5552782518837672,-0.03028923000486683
9.446145237043565,0.7774818770639701,-0.02990468971304001
9.446145237043565,1.0884445474248694,-0.027450089627417303
9.446145237043565,1.5237112672761535,-0.0253458021547594
9.446145237043565,2.088426337077478,-0.024752532433928585
9.446145237043565,2.685504776398588,-0.022320245199155594
9.655068141784437,0.0,0.0
9.655068141784437,0.015707963267948967,-0.00017898020700534244
9.655068141784437,0.023462558633972192,-0.0005222018032641767
9.655068141784437,0.03503514218779029,-0.001024203249603437
9.655068141784437,0.05263150808357201,-0.002104625642099072
9.655068141784437,0.0731423493547288,-0.004225303633750852
9.655068141784437,0.10259276477134219,-0.0064762573161057995
9.655068141784437,0.14481159820038791,-0.010816459195221177
9.655068141784437,0.20234603287313824,-0.015453994748407082
9.655068141784437,0.2834245013168247,-0.02088496544010383
9.655068141784437,0.3967448265966417,-0.025420994376492423
9.655068141784437,0.5552782518837672,-0.028212806661735954
9.655068141784437,0.7774818770639701,-0.028298791312409654
9.655068141784437,1.0884445474248694,-0.02631795598745272
9.655068141784437,1.5237112672761535,-0.02458926980281697
9.655068141784437,2.088426337077478,-0.024111015107452387
9.655068141784437,2.685504776398588,-0.021547628744301467
9.868169504620125,0.0,0.0
9.868169504620125,0.015707963267948967,-0.00015834469438999859
9.868169504620125,0.023462558633972192,-0.0004588438363371715
9.868169504620125,0.03503514218779029,-0.0009065997020307442
9.868169504620125,0.05263150808357201,-0.001848936266589927
9.868169504620125,0.0731423493547288,-0.0037092877642271815
9.868169504620125,0.10259276477134219,-0.005705987059204221
9.868169504620125,0.14481159820038791,-0.009523359762320395
9.868169504620125,0.20234603287313824,-0.013669416408711613
9.868169504620125,0.2834245013168247,-0.01868114040602481
9.868169504620125,0.3967448265966417,-0.0230680641117484
9.868169504620125,0.5552782518837672,-0.026032296620443398
9.868169504620125,0.7774818770639701,-0.026535187082362303
9.868169504620125,1.0884445474248694,-0.025062874818048406
9.868169504620125,1.5237112672761535,-0.023668246925211835
9.868169504620125,2.088426337077478,-0.02329922588287678
9.868169504620125,2.685504776398588,-0.020738738184254625
10.085532894712529,0.0,0.0
10.085532894712529,0.015707963267948967,-0.0001392003817644421
10.085532894712529,0.023462558633972192,-0.00040077555915137215
10.085532894712529,0.03503514218779029,-0.0007990945147685498
10.085532894712529,0.05263150808357201,-0.0016179985065882577
10.085532894712529,0.0731423493547288,-0.003252568804146425
10.085532894712529,0.10259276477134219,-0.0050027784610032775
10.085532894712529,0.14481159820038791,-0.008352934649520926
10.085532894712529,0.20234603287313824,-0.012014373805820284
10.085532894712529,0.2834245013168247,-0.01659868770485467
10.085532894712529,0.3967448265966417,-0.020778043138571557
10.085532894712529,0.5552782518837672,-0.023828591800242955
10.085532894712529,0.7774818770639701,-0.024668819292012173
10.085532894712529,1.0884445474248694,-0.023670157895781342
10.085532894712529,1.5237112672761535,-0.02265278332257477
10.085532894712529,2.088426337077478,-0.022409615019291344
10.085532894712529,2.685504776398588,-0.019855746872472907
10.30724355260678,0.0,0.0
10.30724355260678,0.015707963267948967,-0.00012265757204924473
10.30724355260678,0.023462558633972192,-0.00034736895624361145
10.30724355260678,0.03503514218779029,-0.0006990403388198068
10.30724355260678,0.05263150808357201,-0.0014119357061478123
10.30724355260678,0.0731423493547288,-0.0028440407591179043
10.30724355260678,0.10259276477134219,-0.004368386063865297
10.30724355260678,0.14481159820038791,-0.007293284118595894
10.30724355260678,0.20234603287313824,-0.010520849610308147
10.30724355260678,0.2834245013168247,-0.01465574535445743
10.30724355260678,0.3967448265966417,-0.018595409797256768
10.30724355260678,0.5552782518837672,-0.02163273238771841
10.30724355260678,0.7774818770639701,-0.022746221415849376
10.30724355260678,1.0884445474248694,-0.022187672711054707
10.30724355260678,1.5237112672761535,-0.021544162642294782
10.30724355260678,2.088426337077478,-0.021422208529196088
10.30724355260678,2.685504776398588,-0.01898234479716244
10.533388423658915,0.0,0.0
